Author,Work,Genre,File Name
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.14.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.15.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.16.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.17.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.18.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.19.txt
Gellius,Noctes Atticae,miscellaneous,gellius.attic_nights.part.20.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.1.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.2.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.3.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.4.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.5.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.6.txt
Macrobius,Saturnalia,miscellaneous,macrobius.saturnalia.part.7.txt
Petronius,Satyricon,miscellaneous,petronius.satyricon.txt
Pliny the Elder,Naturalis Historia (books 1-5),miscellaneous,pliny_the_elder.naturalis_historia.part.1.books_1-5.txt
Pliny the Elder,Naturalis Historia (books 6-10),miscellaneous,pliny_the_elder.naturalis_historia.part.2.books_6-10.txt
Pliny the Elder,Naturalis Historia (books 11-15),miscellaneous,pliny_the_elder.naturalis_historia.part.3.books_11-15.txt
Pliny the Elder,Naturalis Historia (books 16-20),miscellaneous,pliny_the_elder.naturalis_historia.part.4.books_16-20.txt
Pliny the Elder,Naturalis Historia (books 21-25),miscellaneous,pliny_the_elder.naturalis_historia.part.5.books_21-25.txt
Pliny the Elder,Naturalis Historia (books 26-30),miscellaneous,pliny_the_elder.naturalis_historia.part.6.books_26-30.txt
Pliny the Elder,Naturalis Historia (books 31-37),miscellaneous,pliny_the_elder.naturalis_historia.part.7.books_31-37.txt
